"surface","prov","n"
"WAVERLEY NO. 44","SK",30
"FISHERMANS HARBOUR","NS",30
"CHARLESTON","NB",30
"EVANDALE","NB",30
"LONG LAKE 58","ON",30
"SMITH CROSSING","NB",30
"SANDILANDS","MB",30
"DESCHAMBAULT LAKE","SK",30
"HOMEVILLE","NS",30
"MASONS BEACH","NS",30
"SKWEAHM 10","BC",30
"HAZELDEAN","NB",30
"ISLAND VIEW","SK",30
"ST THOMAS","NB",29
"COOKS COVE","NS",29
"COMEAUVILLE","NS",29
"MAPLE GROVE","NB",29
"BLUEBERRY MOUNTAIN","AB",29
"DACOTAH","MB",29
"JOHNSTOWN","NS",29
"PARKER ROAD","NB",29
"DRURYS COVE","NB",29
"CHERHILL","AB",29
"JAMES RIVER BRIDGE","AB",29
"RANDOLPH","MB",29
"OSBORNE CORNER","NB",29
"MOOSEHORN CREEK","NB",29
"LUGAR","NB",29
"VOGAR","MB",29
"SAINT-DAMIEN","NB",29
"PLEASANT HILL","NS",29
"BOYDS COVE","NL",29
"DALEM LAKE","NS",29
"WEST BRANCH","NB",29
"GARDENTON","MB",29
"ROSS CORNER","NS",29
"GIBSON WOODS","NS",29
"JOHNSON SETTLEMENT CHARLOTTE C","NB",29
"SOUTHVILLE","NS",29
"CRAIGMORE","NS",29
"GREGG SETTLEMENT","NB",29
"LITTLE BASS RIVER","NS",29
"MILL SECTION","NS",29
"DENNY ISLAND","BC",29
"TESSIER","SK",29
"STEAD","MB",29
"MIDDLEBRO","MB",29
"GRAYWOOD","NS",29
"CHOCOLATE COVE","NB",29
"ALTAMONT","MB",29
"WELWYN","SK",29
"GOOSE RIVER","PE",29
"ST BENEDICT","SK",29
"GRIFFIN","SK",29
"LOWER RIVER INHABITANTS","NS",29
"DEUX RIVIERES","ON",29
"FRONT CENTRE","NS",29
"DOW SETTLEMENT","NB",28
"WOLLASTON LAKE","SK",28
"FERTILE VALLEY NO. 285","SK",28
"SHANNON","NB",28
"HAZEL DELL NO. 335","SK",28
"ALMA","PE",28
"GRANTVILLE","NS",28
"PAMBRUN","SK",28
"BROOKVILLE","NS",28
"DE WINTON","AB",28
"ROACHVALE","NS",28
"PLUNKETT","SK",28
"NEW BANDON GLOUCESTER CO","NB",28
"MOUNT VERNON","PE",28
"WEST GORE","NS",28
"ST AMBROISE","MB",28
"ALBRIGHTS CORNER","NB",28
"ABITIBI 70","ON",28
"HUREAUVILLE","NS",28
"WABASCA 166A","AB",28
"GREEN CREEK","NS",28
"MINBURN","AB",28
"CARNWOOD","AB",28
"BROOKVALE","PE",28
"CHEBOGUE POINT","NS",28
"MALDEN","NB",28
"NORTH COAST C","BC",28
"VANSCOY NO. 345","SK",28
"ATWATER","SK",28
"GRAND LE PIERRE","NL",28
"ZAMA CITY","AB",28
"BANGOR","SK",28
"BEAR COVE","NS",28
"MURRAY SETTLEMENT","NB",28
"MOUNTVILLE","NS",28
"SLIDING HILLS NO. 273","SK",28
"LAC-HURON","QC",28
"MAHONEYS BEACH","NS",28
"CASTLE BAY","NS",28
"DIVISION NO.  8, SUBD. C","NL",28
"GORDON RIVER 2","BC",28
"RORKETON","MB",28
"NEW DAYTON","AB",27
"FAIRFIELD WESTMORLAND CO","NB",27
"MIDDLE CAPE","NS",27
"BUCKLAW","NS",27
"NORTH EAST MARGAREE","NS",27
"NIPPERS HARBOUR","NL",27
"SUGAR CAMP","NS",27
"WARDLOW","AB",27
"PEROTTE","NS",27
"HARTLIN SETTLEMENT","NS",27
"WENTZELLS LAKE","NS",27
"EUREKA RIVER","AB",27
"TWO RIVERS","BC",27
"BLAIR ATHOL","NB",27
"NAPADOGAN","NB",27
"HOWE BAY","PE",27
"COFFINSCROFT","NS",27
"WISHART","SK",27
"GLENHOLME","NS",27
"HEDGEVILLE","NS",27
"DICKSON","AB",27
"MCGEE LAKE","NS",27
"WESTON","NB",27
"BIRCH HILL","NS",27
"LAKE ROAD","NS",27
"POPLAR HILL","NS",27
"SNIDER MOUNTAIN","NB",27
"WEYAKWIN","SK",27
"KEJICK BAY","ON",27
"MATTATALL LAKE","NS",27
"BLUE MOUNTAIN BEND","NB",27
"POPLARFIELD","MB",27
"KLEMTU","BC",27
"CLOVERDALE","NS",27
"HARTLEY SETTLEMENT","NB",26
"JORDAN BRANCH","NS",26
"LITTLE HEARTS EASE","NL",26
"PICTOU ISLAND","NS",26
"LASQUETI","BC",26
"DIVISION NO.  8, SUBD. M","NL",26
"NESTOW","AB",26
"NEW SAREPTA","AB",26
"MARIE REINE","AB",26
"MANKOTA NO. 45","SK",26
"HEART'S DELIGHT","NL",26
"CURVENTON","NB",26
"ROSEISLE","MB",26
"LOREBURN NO. 254","SK",26
"BLACK ROCK","NB",26
"MELVILLE BEACH","SK",26
"DIVISION NO.  2, SUBD. C","NL",26
"HOTCHKISS","AB",26
"EAST POINT","PE",26
"TURNOR LAKE 193B","SK",26
"NAPINKA","MB",26
"SPIRITWOOD NO. 496","SK",26
"PAVILION","BC",26
"TULLIBY LAKE","AB",26
"ERINVILLE","NS",26
"CARDIGAN","NB",26
"SARNIA NO. 221","SK",26
"SMITHSVILLE","NS",26
"EAGLE RIDGE","SK",26
"PEAS BROOK","NS",26
"LOWER BLOMIDON","NS",26
"HAYTER","AB",26
"GRAY","SK",26
"KEYS NO. 303","SK",26
"PORT ALMA","ON",26
"PYNN'S BROOK","NL",26
"NORTH LAKE","PE",26
"ETTERS BEACH","SK",26
"MARSHES WEST BAY","NS",26
"PETERS 1","BC",26
"BLACK BROOK","NS",26
"DOG CREEK 1","BC",26
"ALEXANDRIA","BC",26
"CHRISTIAN ISLAND 30A","ON",26
"YAKWEAKWIOOSE 12","BC",26
"DINORWIC","ON",26
"BIG HOLE TRACT 8 (SOUTH HALF)","NB",26
"EGREMONT","AB",25
"POIRIER SUBDIVISION","NB",25
"DESTINY BAY","BC",25
"ENMORE","PE",25
"FROSTY HOLLOW","NB",25
"ST DAVIDS","NL",25
"HONDO","AB",25
"HAVENDALE","NS",25
"NORTH WEST BROOK","NL",25
"SUMMERFIELD KINGS CO","NB",25
"GEORGEFIELD","NS",25
"SOUTH CANAAN","NB",25
"PLEASANT RIDGE KINGS CO","NB",25
"BURNT POINT BDV","NL",25
"WONOWON","BC",25
"IRON BOUND COVE","NB",25
"BRACKEN","SK",25
"THOMASVILLE","NS",25
"MARSHY HOPE","NS",25
"BROAD COVE BDV","NL",25
"MCNEILLS MILLS","PE",25
"FRASERWOOD","MB",25
"MARKERVILLE","AB",25
"SPRING COULEE","AB",25
"CROUSES SETTLEMENT","NS",25
"AETNA","AB",25
"ALBION CROSS","PE",25
"BLANCHE","NS",25
"LONGWORTH","BC",25
"IRONVILLE","NS",25
"EDEN","MB",25
"MELROSE","NB",25
"WATERVALE","PE",25
"WALHACHIN","BC",25
"GREEN BAY","PE",25
"NORTH VIEW","NB",25
"CUMMINGS COVE","NB",25
"EMERALD","PE",25
"BEAVER FLAT","SK",24
"TINKER","NB",24
"LUKSEETSISSUM 9","BC",24
"CURRIE SIDING","NB",24
"TAYLOR VILLAGE","NB",24
"SEDDONS CORNER","MB",24
"OONA RIVER","BC",24
"MARRTOWN","NB",24
"HODSON","NS",24
"EHATIS 11","BC",24
"DIVISION NO.  1, SUBD. D","NL",24
"BROWNS YARD","NB",24
"PUKATAWAGAN 198","MB",24
"DORCHESTER CAPE","NB",24
"DELMAS","SK",24
"DEWOLFE","NB",24
"DENVER","NS",24
"THICKET PORTAGE","MB",24
"BABINE 25","BC",24
"BURNSIDE","NS",24
"ROSA","MB",24
"HEAD OF HILLSBOROUGH","PE",24
"SHELLBROOK NO. 493","SK",24
"HALLEBOURG","ON",24
"SCOTT SIDING","NB",24
"GUNDY","AB",24
"BERRYTON","NB",24
"MARKHAMVILLE","NB",24
"DSL DE SAINT-JACQUES","NB",24
"TATAMAGOUCHE MOUNTAIN","NS",24
"GJOA HAVEN","NU",24
"FINDLATER","SK",24
"GLENKEEN","NS",24
"LAWRENCETOWN.","NS",24
"COLINET","NL",24
"MANSFIELD","ON",24
"HAY COVE","NS",24
"FOISY","AB",24
"LAKE LENORE NO. 399","SK",24
"MINETT","ON",24
"SOUTH GRANVILLE","PE",24
"SACKVILLE ROAD","NB",24
"LES LACS-DU-TEMISCAMINGUE","QC",24
"LONG SETTLEMENT","NB",24
"RISKE CREEK","BC",24
"UPPER KINGSBURG","NS",24
"BALDWIN ROAD","PE",24
"NORTH TAY","NB",24
"INDIAN PATH","NS",24
"ST. ANDREWS NO. 287","SK",24
"MAPLE GROVE","NS",24
"HILLGROVE","NB",24
"RIVERSIDE NO. 168","SK",24
"GASKIERS-POINT LA HAYE","NL",24
"LA BARRIERE","MB",24
"GROS CAP 49","ON",24
"ELMWOOD","PE",24
"KAPAWE'NO FIRST NATION 229","AB",24
"NICTAU","NB",24
"MEIKLEFIELD","NS",24
"FISKE","SK",23
"ROCHFORT BRIDGE","AB",23
"FORESTVIEW","PE",23
"NEWCOMB CORNER","NS",23
"OAKVILLE","NB",23
"BASSWOOD RIDGE","NB",23
"REDMONDVILLE","NB",23
"BULLS CREEK","NB",23
"DAUVERSIERE","NB",23
"MACADAMS LAKE","NS",23
"CALEDONIA MOUNTAIN","NB",23
"AQUAFORTE","NL",23
"MIDWAY","NB",23
"OBAN","NS",23
"WHYCOCOMAGH PORTAGE","NS",23
"HAYS RIVER","NS",23
"MAPLEWOOD","NB",23
"MACKDALE","NS",23
"BIG MARSH","NS",23
"GATES MOUNTAIN","NS",23
"ELSTOW","SK",23
"DIGDEGUASH","NB",23
"WASAGAMACK","MB",23
"MARIE","PE",23
"FORD BANK","NB",23
"JACKSONS ARM","NL",23
"FIVE HOUSES","PE",23
"ST JOSEPH","MB",23
"LAKE MIDWAY","NS",23
"SUNNYBROOK","AB",23
"BURNT HILL","NB",23
"EVERETT","NB",23
"STEWARTDALE","NS",23
"NORTH STAR","AB",23
"FRENCH VILLAGE-YORK","NB",23
"SPRINGDALE","NS",23
"KUROKI","SK",23
"DEANS CORNER","NS",23
"CHILDS CREEK","NB",23
"AUVERGNE NO. 76","SK",22
"JORDANTOWN","NS",22
"RAINY LAKE 26A","ON",22
"ARBEAU SETTLEMENT","NB",22
"FLUME RIDGE","NB",22
"BLUEBERRY RIVER 205","BC",22
"WALLACE RIDGE","NS",22
"DROMORE","PE",22
"NORTONDALE","NB",22
"AITCHELITCH 9","BC",22
"BROWNFIELD","AB",22
"BIG LAKE","NS",22
"GRANT NO. 372","SK",22
"BIRSAY","SK",22
"QUAKER BROOK","NB",22
"STORTHOAKS NO. 31","SK",22
"MOUNTAIN FRONT","NS",22
"WEST INDIAN ROAD","NS",22
"CALDERS HEAD","NB",22
"ROBERTS ISLAND","NS",22
"CHARLOTTETOWN (LABRADOR)","NL",22
"PASHILQUA 2","BC",22
"ROCHE PERCEE","SK",22
"HILLGRADE","NL",22
"LAC-JOHN","QC",22
"RM OF BLUCHER","SK",22
"INDUS","AB",22
"CARRS BROOK","NS",22
"BARRA HEAD","NS",22
"VESPRA","NB",22
"HIGHFIELD","NB",22
"CRYSTAL SPRINGS","AB",22
"TISDALE NO. 427","SK",22
"BAYNE NO. 371","SK",22
"MARNE","NB",22
"ANTLER","SK",22
"OPASKWAYAK CREE NATION 21I","MB",22
"PENNAL 19","NS",22
"MIDLAND QUEENS CO","NB",22
"TUCKKWIOWHUM 1","BC",22
"UPPER CAVERHILL","NB",22
"MILLER RD","NS",22
"ROSEDALE STATION","AB",22
"GARRICK","SK",22
"HALFWAY BROOK","NS",22
"ROSS CREEK","NS",22
"BURNTCOAT","NS",22
"SCOTCH SETTLEMENT","NB",22
"HAWKSHAW","NB",21
"FANNING BROOK","PE",21
"RIVER HILLS","MB",21
"RIVERBANK KINGS CO","NB",21
"GREENFIELD.","NS",21
"MAPLE VIEW","NB",21
"LATTIES BROOK","NS",21
"CHERRY HILL","PE",21
"MCRAE","AB",21
"CEDAR CAMP","NB",21
"MOUNT ROYAL","PE",21
"WEST RIVER","NB",21
"JACKSON FALLS","NB",21
"LOCHIEL LAKE","NS",21
"PONDSTREAM","NB",21
"SEDALIA","AB",21
"EASTON","NS",21
"TOUROND","MB",21
"PIPERS COVE","NS",21
"SOUTH MILFORD","NS",21
"RIVERSIDE CORNER","NS",21
"WELTON LANDING","NS",21
"CABLE HEAD WEST","PE",21
"CHISHOLM","AB",21
"ELMFIELD","NS",21
"GRAYSVILLE","MB",21
"FORT MCKAY","AB",21
"BYRNES ROAD","PE",21
"CRANDALL ROAD","NS",21
"GLENLEA","MB",21
"BRUNKILD","MB",21
"ATTACHIE","BC",21
"MADDEN","AB",21
"BEAUMARIS","ON",21
"GOODLANDS","MB",21
"IRETON","NS",21
"INVERNESS","PE",20
"VICTORY NO. 226","SK",20
"ARGYLE SHORE","PE",20
"ALICE BEACH","SK",20
"DIVISION NO.  7, SUBD. J","NL",20
"JACKSON'S ARM","NL",20
"WELTONS CORNER","NS",20
"HARRISON SETTLEMENT","NS",20
"EAST BALTIC","PE",20
"ROCK RIDGE","MB",20
"GLENMORE","NS",20
"ST. PATRICK ROAD","PE",20
"CLANWILLIAM","MB",20
"CENTRAL HAMPSTEAD","NB",20
"BLUBBER BAY","BC",20
"CARTYVILLE","NL",20
"WEST END","SK",20
"MIDDLE BAY","QC",20
"CLOVER VALLEY","NB",20
"BROUGHTON","NS",20
"SOUTHEND","SK",20
"DALROY","AB",20
"LENORE","MB",20
"SHORT BEACH","NS",20
"ST. MARY'S","BC",20
"CONNS MILLS","NS",20
"BETTSBURG","NB",20
"ROSEVALE","NB",20
"HODGSON","MB",20
"GADSBY","AB",20
"HILLSBOROUGH WEST","NB",20
"BEAR RIVER N","PE",20
"NEW ARGYLE","PE",20
"GILLIS POINT","NS",20
"ARDOISE","NS",20
"LEVERVILLE","NB",20
"LUNDBRECK","AB",20
"BAILLIE","NB",20
"BEAR CANYON","AB",20
"RIDGEVILLE","MB",20
"CAT LAKE","ON",20
"SKWAH 4","BC",20
"BEAVERBROOK ALBERT CO","NB",20
"HEWARD","SK",20
"KELSEY","AB",20
"AQUADEO","SK",20
"ST SHOTTS","NL",20
"LAC-DESPINASSY","QC",20
"GLENMARTIN","PE",20
"WOODSIDE","NB",20
"MORELL 2","PE",20
"WARD SETTLEMENT","NB",20
"WEST EARLTOWN","NS",20
"WEAVER SIDING","NB",20
"LITTLE TANCOOK","NS",20
"EAST BERWICK","NS",20
"CROSS LAKE 19E","MB",20
"WALDECK EAST","NS",20
"ROLPHTON","ON",20
"QUEENSVILLE","NS",20
"RED BRIDGE","NB",20
"A KWIS KI MAHKA","MB",20
"EAST BRANCH","NB",20
"PIGEON LAKE 138A","AB",20
"PARRY SOUND, UNORGANIZED, NORTH EAST PART","ON",20
"TAWATINAW","AB",20
"KULKAYU (HARTLEY BAY) 4A","BC",20
"WHITEFISH BAY 33A","ON",20
"MARQUETTE","MB",19
"TETAGOUCHE FALLS","NB",19
"DOMAIN","MB",19
"SOUTH LAKE AINSLIE","NS",19
"LANSDOWNE HOUSE","ON",19
"ASPOTOGAN","NS",19
"ZIONVILLE","NB",19
"FOREST CITY","NB",19
"LIME HILL","NS",19
"BATNUNI LAKE","BC",19
"REYNOLDSCROFT","NS",19
"CANDO","SK",19
"CAMPBELL HILL","NS",19
"WEST COOKS COVE","NS",19
"ANDERSON MOUNTAIN","NS",19
"LESTERDALE","NS",19
"WATTEN TOWNSHIP","ON",19
"NEW PERTH","PE",19
"CESSFORD","AB",19
"LAGGAN","NS",19
"LITTLE SALMON RIVER WEST","NB",19
"GREEN ROAD","NB",19
"NORTHVILLE","NS",19
"LUNDY","NS",19
"BLACK ROCK.","NS",19
"WARWICK MOUNTAIN","NS",19
"TOLSTOI","MB",19
"CHURCHILL FALLS","NL",19
"GIANTS GLEN","NB",19
"LANSDOWNE STATION","NS",19
"CARAMAT","ON",19
"COBURG","NB",19
"ATLANTA","NS",19
"MISSISSIPPI STATION","ON",19
"COWAN","MB",19
"NEW BRIGDEN","AB",19
"CHESLATTA 1","BC",18
"HORNDEAN","MB",18
"BALTIMORE","NB",18
"DELHAVEN","NS",18
"GOWANBRAE","PE",18
"THEIK 2","BC",18
"BLIND CREEK 6","BC",18
"WHITES MOUNTAIN","NB",18
"MAKWA","SK",18
"PRINCE ALBERT","NS",18
"NOINVILLE","NB",18
"RIVER DE CHUTE","NB",18
"CANWOOD NO. 494","SK",18
"MOOSEOCOOT","MB",18
"MACNABS COVE","NS",18
"BYERS LAKE","NS",18
"FORT RUPERT 1","BC",18
"NORTH WEYBURN","SK",18
"TWO BROOKS","NB",18
"BIRCH HILLS NO. 460","SK",18
"WATERLOO LAKE","NS",18
"SPEERVILLE","NB",18
"MINAKI","ON",18
"HAYMAN HILL","NB",18
"ROXVILLE","NS",18
"NEW CANAAN","NB",18
"MOUNT DELIGHT","NB",18
"STAG HARBOUR","NL",18
"MATACHEWAN 72","ON",18
"WELLWOOD","MB",18
"LITTLE BAY EAST","NL",18
"BALMORAL SUD","NB",18
"MANTUA","NS",18
"MURRAY ROAD","PE",18
"MONQUART","NB",18
"MEZIADIN LAKE","BC",18
"NEWTON SIDING","MB",18
"GLENORA","MB",18
"SPALDING NO. 368","SK",18
"DIVISION NO.  7, SUBD. F","NL",18
"ROSEAU RIVER 2","MB",18
"HUDSON BAY NO. 394","SK",18
"LAC BROCHET 197A","MB",18
"GLADESIDE","NB",18
"SOUTH JUNCTION","MB",18
"SAWRIDGE 150G","AB",18
"GOODWATER","SK",18
"SISKA FLAT","BC",18
"LEXINGTON","NS",18
"PORT PHILLIP","NS",17
"FRIEDENSFELD WEST","MB",17
"MIDNIGHT SUN ESTATES","SK",17
"NORTH INTERVALE","NS",17
"PINEHOUSE LAKE","SK",17
"MARYS HARBOUR","NL",17
"FRAMBOISE INTERVALE","NS",17
"GUERNSEY","SK",17
"OAK MOUNTAIN","NB",17
"LOGANVILLE","NS",17
"BRONSON SETTLEMENT","NB",17
"MEDORA","MB",17
"HARTZ POINT","NS",17
"LONG HARBOUR","NL",17
"SKIFF","AB",17
"LOCKWOOD","SK",17
"TATLAYOKO LAKE","BC",17
"CANISTO","NB",17
"TYNEMOUTH CREEK","NB",17
"FOUR MILE BROOK","NS",17
"ZELMA","SK",16
"WABAUSKANG 21","ON",16
"RIDGEDALE","SK",16
"WEST LAKE AINSLIE","NS",16
"PORTUGAL COVE SOUTH","NL",16
"PEACE POINT","SK",16
"MIDGELL","PE",16
"GUINEA","NS",16
"HOMEWOOD","MB",16
"ATTAWAPISKAT","ON",16
"WALKER SETTLEMENT","NB",16
"L'ILE-MICHON","QC",16
"ESTHER","AB",16
"CHORNEY BEACH","SK",16
"LINDSAY LAKE","NS",16
"UPPER DORCHESTER","NB",16
"HARTIN SETTLEMENT","NB",16
"CADOGAN","AB",16
"DURBAN","MB",16
"FRENCHMAN BUTTE NO. 501","SK",16
"MATES CORNER","NB",16
"ST. PAULS","NS",16
"YARMOUTH BAR","NS",16
"WILLOW BUNCH NO. 42","SK",16
"RAMSAYVILLE","ON",16
"BARONY","NB",16
"CHAMBERS SETTLEMENT","NB",16
"STE AGATHE EAST","MB",16
"MEDWAY RIVER 11","NS",16
"SMILEY","SK",16
"EDGELEY","SK",16
"HENDERSON SETTLEMENT","NB",16
"ALSIKE","AB",16
"MACOAH 1","BC",16
"BROOK VILLAGE","NS",16
"SOAPSTONE MINE","NS",16
"RODGERS COVE","NL",16
"BALLA PHILIP","NB",16
"BROOKLAND","NS",16
"ISKUT","BC",16
"SINCLAIR","MB",16
"LITTLE RIVER LAKE","NS",16
"LINGAN ROAD","NS",16
"COOKVILLE","NB",16
"SOUTHAMPTON","PE",16
"MANNHURST","NB",16
"LAST MOUNTAIN VALLEY NO. 250","SK",16
"GRONLID","SK",16
"CHINOOK","AB",16
"VICTORIA HARBOUR","NS",16
"HANFORD BROOK","NB",16
"RICHFIELD","NS",16
"SOUTH SECTION","NS",16
"MARBLE CANYON 3","BC",16
"WELLINGTON NO. 97","SK",16
"HAZELDALE","NS",16
"HENVEY INLET 2","ON",16
"BLOOMFIELD","NL",16
"GRAYSON NO. 184","SK",16
"MARSHALL POINT","NS",16
"OGDEN","NS",16
"FINLAY RIVER 6","BC",16
"DOG CREEK","BC",16
"FOUNTAIN ROAD","NS",16
"HILLATON","NS",16
"HIGGINSVILLE","NS",16
"KAHNAWAKE","QC",16
"ALSASK","SK",15
"SULTAN","ON",15
"EVANS ROAD","NB",15
"MATHESON ISLAND","MB",15
"KOLA","MB",15
"SHANKLIN","NB",15
"HARTFORD","NS",15
"FOND DU LAC","SK",15
"NORWOOD","NS",15
"ROGERS HILL","NS",15
"WEST BAY CENTRE","NL",15
"ESTMERE","NS",15
"DEAD CREEK","NB",15
"DEBAIES COVE","NS",15
"TUSCAN RIDGE","SK",15
"BUCKFIELD","NS",15
"GRATES COVE","NL",15
"RABBIT LAKE","SK",15
"ROSSFIELD","NS",15
"STIRLING","NS",15
"ROCK ELM","NS",15
"BIG HOLE","NB",15
"KIRKMOUNT","NS",15
"ROUND BAY","NS",15
"BRIDGETOWN","PE",15
"LEWIS COVE RD","NS",15
"GLENTWORTH","SK",15
"NEW LAIRG","NS",15
"RITCHIE","NB",15
"CASSIDY","BC",15
"UPPER HAMPSTEAD","NB",15
"HILBRE","MB",15
"MILLSTREAM","NS",15
"GLENEVIS","AB",14
"CENTRE VILLAGE","NB",14
"ROCK BARRA","PE",14
"PLYMOUTH","NB",14
"HIBERNIA COVE","NB",14
"UPPER FRASER","BC",14
"ALBERT FLAT 5","BC",14
"BIRCH RIDGE","NB",14
"KIRRIEMUIR","AB",14
"NAPHTHA","AB",14
"NEW CHELSEA","NL",14
"SIBBALD","AB",14
"DORTS COVE","NS",14
"LAC PELLETIER NO. 107","SK",14
"INKERMAN","PE",14
"FORT WARE 1","BC",14
"WILLOWDALE","NS",14
"INSINGER NO. 275","SK",14
"BLACK DUCK SIDING","NL",14
"RED ROCK","NB",14
"GYPSUMVILLE","MB",14
"BARTHOLOMEW","NB",14
"MARGARET","MB",14
"BAIE-DE-LA-BOUTEILLE","QC",14
"DIVISION NO.  6, SUBD. A","NL",14
"SELKIRK","PE",14
"EAST SKYE GLEN","NS",14
"EAGLE LAKE","AB",14
"FOX COVE-MORTIER","NL",14
"WISE CREEK NO. 77","SK",14
"DENSMORES MILLS","NS",14
"CROMER","MB",14
"KLEHKOOT 2","BC",14
"WILTONDALE","NL",14
"JOEYASKA 2","BC",14
"BELLE-RIVIERE","QC",14
"RIVERBANK SOUTH","NB",14
"THE NARROWS 49","MB",14
"SIX MILE BROOK","NS",14
"IRON MINES","NS",14
"ISABELLA","MB",14
"SMITH'S CORNER","NB",14
"ILFORD","MB",14
"UPPER KEMPTOWN","NS",14
"CAMPBELL SETTLEMENT","NB",14
"ROXBURY","PE",14
"OUTRAM","NS",14
"TRIBUNE","SK",14
"JEFFREYS","NL",14
"SUNDOWN","MB",14
"STONEVILLE","NL",14
"BURPEE","NB",14
"DALEMEAD","AB",14
"JUSTICE","MB",13
"YARBO","SK",13
"LANCER","SK",13
"STAND OFF","AB",13
"DEADMANS BAY","NL",13
"BISSETT CREEK","ON",13
"NEVADA VALLEY","NS",13
"CLOVER HILL","NB",13
"ASBESTOS","QC",13
"HALBSTADT","MB",13
"STEPHENFIELD","MB",13
"NETHERHILL","SK",13
"GOOSE LAKE","NS",13
"ZHIIBAAHAASING","ON",13
"MONITOR","AB",13
"BAGOT","MB",13
"KASHECHEWAN","ON",13
"GARDINER POINT","NB",13
"CADOMIN","AB",13
"BROAD COVE.","NS",13
"COMPEER","AB",13
"CAPE STATION","NB",13
"NEW TRURO ROAD","NS",13
"PLEASANT VILLA","NB",13
"RED WILLOW","AB",13
"GRISWOLD","MB",13
"JOHNSON'S MILLS","NB",13
"STAPLES SETTLEMENT","NB",13
"AINSLIE GLEN","NS",13
"VEREGIN","SK",13
"CHIPMANS CORNER","NS",13
"RALEIGH","NL",13
"KELWOOD","MB",13
"UPPER CLYDE RIVER","NS",13
"TILTING","NL",13
"BIRNIE","MB",13
"GLIDDEN","SK",12
"GREENFIELD","PE",12
"ROCKPORT","NB",12
"TORK 7","BC",12
"ST. JACQUES-COOMB'S COVE","NL",12
"KINOOSAO","SK",12
"MCMILLAN ISLAND 6","BC",12
"WOODMORE","MB",12
"RUDDELL","SK",12
"PERRY SETTLEMENT","NB",12
"LITTLE SPRINGS","BC",12
"PAPYUM 27","BC",12
"ALBA","NS",12
"KULKAYU (HARTLEY BAY) 4","BC",12
"KINOSOTA","MB",12
"DIVISION NO.  2, SUBD. E","NL",12
"PADDLE PRAIRIE","AB",12
"CHIPEWYAN 201A","AB",12
"SOUTH COVE","NS",12
"NEWGATE","BC",12
"RESERVOIR-DOZOIS","QC",12
"LEE SETTLEMENT","NB",12
"ADEN","AB",12
"DIVISION NO.  9, SUBD. C","NL",12
"LA PLONGE 192","SK",12
"VALPARAISO","SK",12
"CREIGNISH REAR","NS",12
"WALLACE NO. 243","SK",12
"SQUAW-HAY-ONE 11","BC",12
"STONEY POINT","NS",12
"ENGLISH HARBOUR EAST","NL",12
"FRASER","BC",12
"SOUTHWEST COVE","NS",12
"OPITSAT 1","BC",12
"OPASKWAYAK CREE NATION 21B","MB",12
"RICETON","SK",12
"PERDUE NO. 346","SK",12
"SADDLE LAKE","AB",12
"HIGHLANDS","NL",12
"COLLEGE GRANT","NS",12
"GLENCAIRN","ON",12
"NORTHERN HARBOUR","NB",12
"POLLARDS POINT","NL",12
"WALLACE HILLS 14A","NS",12
"CAPE FREELS NORTH","NL",12
"HAZEL DELL","SK",12
"CLAREMONT","ON",12
"SALMON CREEK","NB",12
"GARLAND","MB",12
"HIGHLAND HILL","NS",12
"PARLEEVILLE","NB",12
"UTIKOOMAK LAKE 155","AB",12
"CHURCH ROAD","PE",11
"EAST BRANCH","NS",11
"PARKLAND","AB",11
"NOELS POND","NL",11
"GOWGANDA","ON",11
"PORT MELLON","BC",11
"ELLSCOTT","AB",11
"ROCKY MOUNTAIN","NS",11
"ST. PATRICKS CHANNEL","NS",11
"IRISH SETTLEMENT","NB",11
"JORDAN MOUNTAIN","NB",11
"PELERIN","NB",11
"RUNNYMEDE","SK",11
"BALDWINTON","SK",11
"GRASS COVE","NS",11
"BROOKVILLE","NB",11
"FRENCHMAN'S HEAD","ON",11
"WELLINGTON.","NS",11
"KLEENA KLEENE","BC",11
"ROCKFIELD","NS",11
"WEST FLORENCEVILLE","NB",11
"SELFRIDGE CORNER","NS",11
"PENZANCE","SK",11
"MAR","ON",11
"FLEMINGTON","NB",11
"CARDALE","MB",11
"BURGOYNES COVE","NL",11
"BARKERVILLE","BC",11
"HILLCREST","NS",11
"PEMBERTON RIDGE","NB",11
"SALMON RIVER LAKE","NS",11
"KAVANAUGH MILLS","NS",10
"BELLEVUE","PE",10
"POINT AU GAUL","NL",10
"RIVERHEAD","NL",10
"COWICHAN LAKE","BC",10
"STRICKLAND","ON",10
"WOSTOK","AB",10
"ANEROID","SK",10
"KINDERSLEY NO. 290","SK",10
"SUNSET COVE","SK",10
"CANOE CREEK 1","BC",10
"METISKOW","AB",10
"LOWER SIMILKAMEEN 2","BC",10
"MOUNTAIN VIEW NO. 318","SK",10
"SQUIRREL COVE","BC",10
"BIG RIVER NO. 555","SK",10
"JELLICOE","ON",10
"BEAVER LAKE 17","NS",10
"GARDEN HILL FIRST NATION","MB",10
"STAR","AB",10
"LAIRD NO. 404","SK",10
"LAKE KILLARNEY","NS",10
"HALFWAY RIVER","NS",10
"HASKETT","MB",10
"SUCCESS","SK",10
"SHOAL RIVER 65B","MB",10
"GINEW","MB",10
"WELSFORD.","NS",10
"FLOWER'S COVE","NL",10
"SHEET HARBOUR 36","NS",10
"LAVENHAM","MB",10
